Date,WRIMS_C1_Flow,Riverware_Klamath_Outflow,WRIMS_C15_Flow,Riverware_Keno_Outflow,WRIMS_cum_ag_UKL_SS_Delivery,Riverware_cum_ag_UKL_SS_Delivery,WRIMS_Supply,Riverware_Project_Supply_Accounting,WRIMS_OPS_Index,Riverware_OPS_Index,WRIMS_Shadow_Elev,Riverware_Shadow_Elev,WRIMS_UKL_Pool_Elevation,Riverware_UKL_Pool_Elevation,WRIMS_FFA,Riverware_FFA,WRIMS_UKL_PRJ_CREDIT,Riverware_DPSA
29Sep1983,1375,1320.533867,1631,1377.693764,279970,302942.7173,365220.4657,350000,0.98,0.84943591,4141.00,4141.707736,4141.17,4142.802365,0.00,6473.535135,24464.47,102879.5329
30Sep1983,1376,1589.015046,1667,1645.033275,280970,303944.9079,365220.4657,350000,0.98,0.851540565,4141.00,4141.70007,4141.15,4142.790758,0.00,6523.535135,24212.72,102853.4865
01Oct1983,1437,971.1425852,1768,1031.663219,281854,304831.5194,365220.4657,350000,0.98,0.853430056,4141.00,4142.786571,4141.14,4142.78708,0.00,0,23755.99,0
02Oct1983,1464,1168.676735,1820,1246.601244,282602,305579.288,365220.4657,350000,0.98,0.979022959,4141.00,4142.77499,4141.12,4142.7755,0.00,50,23351.74,0
03Oct1983,1509,1161.518484,1846,1237.863839,283349,306327.0566,365220.4657,350000,0.98,0.979178571,4141.00,4142.76235,4141.11,4142.76286,0.00,50,23010.14,0
04Oct1983,1550,1157.582188,1876,1234.160874,284096,307074.8252,365220.4657,350000,0.98,0.979354592,4141.00,4142.751938,4141.10,4142.752447,0.00,100,22668.54,0
05Oct1983,1587,1123.002242,1884,1199.655931,284844,307822.5938,365220.4657,350000,0.98,0.979647959,4141.00,4142.744455,4141.09,4142.744964,0.00,150,22326.94,0
06Oct1983,1564,1151.691855,1887,1228.370536,285591,308570.3624,365220.4657,350000,0.98,0.980071429,4141.00,4142.737444,4141.08,4142.737953,0.00,200,21985.34,0
07Oct1983,1594,1020.4857,1894,1209.304688,286386,309365.7343,365220.4657,350000,0.98,0.980625,4141.00,4142.734159,4141.07,4142.734668,0.00,250,21643.74,0
08Oct1983,1612,1116.518707,1887,1197.462691,287180,310161.1062,365220.4657,350000,0.99,0.981311224,4141.00,4142.728766,4141.06,4142.729276,0.00,300,21280.59,0
09Oct1983,1606,1129.370274,1887,1208.810108,287975,310956.4781,365220.4657,350000,0.99,0.982109694,4141.00,4142.720435,4141.05,4142.720944,0.00,350,20917.44,0
10Oct1983,1615,1123.218643,1885,1205.316805,288770,311751.85,365220.4657,350000,0.99,0.983002551,4141.00,4142.716063,4141.04,4142.716573,0.00,400,20554.30,0
11Oct1983,1640,1107.284482,1891,1186.978476,289564,312547.2219,365220.4657,350000,0.99,0.983987245,4141.00,4142.714815,4141.03,4142.715325,0.00,450,20191.15,0
12Oct1983,1718,1121.893622,1885,1158.790816,290059,313041.1062,365220.4657,350000,0.99,0.985061224,4141.00,4142.717282,4141.02,4142.717791,0.00,500,19828.00,0
13Oct1983,1731,1028.135944,1882,1151.758131,290554,313534.9905,365220.4657,350000,0.99,0.986227041,4141.00,4142.722488,4141.01,4142.722997,0.00,550,19601.89,0
14Oct1983,1691,1101.799779,1887,1197.876116,291048,314028.8748,365220.4657,350000,1.00,0.987482143,4141.00,4142.727822,4141.01,4142.728332,0.00,600,19375.79,0
15Oct1983,1657,1141.216617,1895,1237.088807,291543,314522.7591,365220.4657,350000,1.00,0.988793367,4141.00,4142.726171,4141.00,4142.72668,0.00,650,19149.69,0
16Oct1983,1669,1137.514577,1901,1230.361767,292038,315016.6434,365220.4657,350000,1.00,0.990140306,4141.00,4142.723853,4141.00,4142.724363,0.00,700,18923.59,0
17Oct1983,1662,1117.009937,1883,1230.639031,292058,315066.2302,365220.4657,350000,1.00,0.991489796,4141.00,4142.726551,4141.00,4142.72706,0.00,750,18697.49,0
18Oct1983,1693,1157.589306,1872,1203.851722,292078,315115.8169,365220.4657,350000,1.00,0.99280102,4141.00,4142.728684,4141.00,4142.729193,0.00,800,18688.18,0
19Oct1983,1720,1132.446182,1882,1179.88361,292099,315165.4037,365220.4657,350000,1.00,0.994005102,4141.00,4142.732484,4140.99,4142.732993,0.00,850,18678.87,0
20Oct1983,1700,1216.183672,1890,1201.700255,292119,315214.9905,365220.4657,350000,1.00,0.995081633,4141.00,4142.734202,4140.99,4142.734711,0.00,900,18669.56,0
21Oct1983,1701,1208.280912,1901,1203.301658,292139,315264.5773,365220.4657,350000,1.00,0.996030612,4141.00,4142.735682,4140.99,4142.736191,0.00,950,18660.25,0
22Oct1983,1668,1246.663695,1910,1225.65338,292141,315288.3789,365220.4657,350000,1.00,0.996831633,4141.00,4142.737849,4140.98,4142.738359,0.00,1000,18650.94,0
23Oct1983,1682,1167.786001,1932,1211.738202,292142,315312.1806,365220.4657,350000,1.00,0.99747449,4141.00,4142.744184,4140.97,4142.744694,0.00,1050,18650.41,0
24Oct1983,1671,1187.127964,1944,1221.525989,292143,315335.9822,365220.4657,350000,1.00,0.997941327,4141.00,4142.755431,4140.95,4142.755941,0.00,1100,18649.87,0
25Oct1983,1675,1161.85135,1939,1214.995217,292144,315359.7839,365220.4657,350000,1.00,0.998219388,4141.00,4142.763526,4140.93,4142.764036,0.00,1150,18649.34,0
26Oct1983,1665,1204.617723,1935,1222.115753,292145,315383.5855,365220.4657,350000,1.00,0.998290816,4141.00,4142.769036,4140.91,4142.769545,0.00,1200,18648.80,0
27Oct1983,1655,1193.10538,1922,1216.848852,292146,315419.288,365220.4657,350000,1.00,0.998132653,4141.00,4142.776408,4140.89,4142.776917,0.00,1250,18648.27,0
28Oct1983,1646,1185.786895,1907,1221.142857,292147,315454.9905,365220.4657,350000,0.99,0.997714286,4141.00,4142.783913,4140.88,4142.784422,0.00,1300,18647.93,0
29Oct1983,1771,1202.295409,2021,1209.980548,292148,315490.693,365220.4657,350000,0.99,0.99702551,4141.00,4142.790883,4140.87,4142.791392,0.00,1350,18647.59,0
30Oct1983,1878,1204.64291,2136,1212.344707,292148,315526.3955,365220.4657,350000,0.99,0.996056122,4141.00,4142.796406,4140.85,4142.796915,0.00,1400,18647.25,0
31Oct1983,1966,1216.99117,2251,1230.213807,292149,315562.0979,365220.4657,350000,0.99,0.994793367,4141.00,4142.803531,4140.84,4142.80404,0.00,1450,18646.91,0
01Nov1983,2498,1531.742375,2505,1238.562022,292149,315562.0979,365220.4657,350000,0.98,0.993221939,4141.00,4142.802412,4140.83,4142.802922,0.00,1500,0.00,0
02Nov1983,2593,1519.878063,2620,1233.501276,292149,315562.0979,365220.4657,350000,0.98,0.991408163,4141.00,4142.806264,4140.80,4142.806773,0.00,1550,0.00,0
03Nov1983,2677,1491.969658,2700,1239.031569,292149,315562.0979,365220.4657,350000,0.97,0.989352041,4141.00,4142.813049,4140.77,4142.813556,0.00,1600,0.00,0
04Nov1983,2763,1435.031021,2776,1238.21317,292149,315562.0979,365220.4657,350000,0.97,0.987089286,4141.00,4142.819471,4140.76,4142.819977,0.00,1650,0.00,0
05Nov1983,2739,1362.36895,2750,1237.239796,292149,315562.0979,365220.4657,350000,0.97,0.984734694,4141.00,4142.837023,4140.75,4142.837529,0.00,1700,0.00,0
06Nov1983,2730,1355.024505,2759,1230.240593,292149,315562.0979,365220.4657,350000,0.97,0.982364796,4141.00,4142.847693,4140.74,4142.84897,0.00,1750,0.00,76.10263465
07Nov1983,2692,1437.386313,2695,1258.305963,292149,315562.0979,365220.4657,350000,0.97,0.980033163,4141.00,4142.857909,4140.74,4142.861388,0.00,1800,0.00,293.512666
08Nov1983,2743,1285.269338,2647,1199.569356,292149,315562.0979,365220.4657,350000,0.97,0.977818878,4141.00,4142.873246,4140.74,4142.879048,0.00,1850,0.00,522.8747551
09Nov1983,2772,1284.131791,2756,1171.155612,292149,315562.0979,365220.4657,350000,0.97,0.975795918,4141.00,4142.886729,4140.74,4142.893055,0.00,1900,0.00,574.5534623
10Nov1983,2765,1252.152704,2825,1182.746173,292149,315562.0979,365220.4657,350000,0.97,0.97377551,4141.00,4142.891061,4140.75,4142.901522,0.00,1950,0.00,982.8624687
11Nov1983,2748,1296.285079,2789,1183.397003,292149,315562.0979,365220.4657,350000,0.97,0.971790816,4141.00,4142.883923,4140.77,4142.897358,0.00,2000,0.00,1276.501784
12Nov1983,2700,1283.85529,2785,1215.151148,292149,315562.0979,365220.4657,350000,0.96,0.969867347,4141.00,4142.901607,4140.78,4142.918044,0.00,2050,0.00,1577.674704
13Nov1983,2682,1371.9708,2805,1215.888074,292149,315562.0979,365220.4657,350000,0.96,0.967933673,4141.00,4142.914383,4140.80,4142.933137,0.00,2100,0.00,1812.615256
14Nov1983,2688,1338.693674,2708,1183.650829,292149,315562.0979,365220.4657,350000,0.96,0.966015306,4141.00,4142.929546,4140.82,4142.950913,0.00,2150,0.00,2072.197064
15Nov1983,2569,1387.504507,2711,1270.37,292149,315562.0979,365220.4657,350000,0.95,0.964267857,4141.00,4142.955042,4140.83,4142.977883,0.00,2200,0.00,2218.629097
16Nov1983,2532,1392.328143,2608,1288.610306,292149,315562.0979,365220.4657,350000,0.95,0.962816327,4141.00,4142.97309,4140.84,4142.998064,0.00,2250,0.00,2430.394715
17Nov1983,2558,1323.763455,2631,1262.53074,292149,315562.0979,365220.4657,350000,0.95,0.961760204,4141.00,4142.997245,4140.85,4143.022626,0.00,2300,0.00,2479.549807
18Nov1983,2543,1414.805335,2633,1287.177372,292149,315562.0979,365220.4657,350000,0.96,0.961132653,4141.00,4143.031454,4140.87,4143.058853,0.00,2350,0.00,2690.223054
19Nov1983,2524,1461.139651,2695,1322.275383,292149,315562.0979,365220.4657,350000,0.96,0.960772959,4141.00,4143.060228,4140.88,4143.091455,0.00,2400,0.00,3072.963501
20Nov1983,2562,1444.493485,2783,1293.667902,292149,315562.0979,365220.4657,350000,0.96,0.960589286,4141.00,4143.093696,4140.89,4143.126369,0.00,2450,0.00,3224.130816
21Nov1983,2546,1466.361607,2750,1315.288406,292149,315562.0979,365220.4657,350000,0.96,0.960543367,4141.00,4143.135346,4140.88,4143.169038,0.00,2500,0.00,3332.988727
22Nov1983,2524,1521.029672,2715,1341.951116,292149,315562.0979,365220.4657,350000,0.96,0.960522959,4141.00,4143.172033,4140.88,4143.207831,0.00,2550,0.00,3544.421628
23Nov1983,2520,1522.181015,2689,1328.514949,292149,315562.0979,365220.4657,350000,0.97,0.960441327,4141.00,4143.200845,4140.87,4143.237665,0.00,2600,0.00,3655.997264
24Nov1983,2512,1390.817336,2682,1314.59831,292149,315562.0979,365220.4657,350000,0.97,0.960681122,4141.00,4143.231361,4140.86,4143.268613,0.00,2650,0.00,3702.354522
25Nov1983,2545,1329.843603,2681,1274.247194,292149,315562.0979,365220.4657,350000,0.97,0.96127551,4141.00,4143.26589,4140.84,4143.304105,0.00,2700,0.00,3799.437995
26Nov1983,2555,1293.289311,2683,1263.400644,292149,315562.0979,365220.4657,350000,0.97,0.962191327,4141.00,4143.305258,4140.84,4143.346652,0.00,2750,0.00,4130.222715
27Nov1983,2583,1258.861224,2662,1231.477321,292149,315562.0979,365220.4657,350000,0.97,0.963696429,4141.00,4143.340168,4140.83,4143.385756,0.00,2800,0.00,4555.301982
28Nov1983,2833,1236.587557,2862,1197.58104,292149,315562.0979,365220.4657,350000,0.98,0.965864796,4141.00,4143.371963,4140.81,4143.42166,0.00,2850,0.00,4973.627221
29Nov1983,3047,1281.264853,3058,1202.355357,292149,315562.0979,365220.4657,350000,0.99,0.968479592,4141.00,4143.400803,4140.80,4143.455014,0.00,2900,0.00,5438.975151
30Nov1983,3254,1305.210918,3245,1208.226409,292149,315562.0979,365220.4657,350000,0.99,0.971181122,4141.00,4143.427848,4140.80,4143.486449,0.00,2950,0.00,5886.22306
01Dec1983,3469,1266.866735,3655,1214.94949,292149,315562.0979,365220.4657,350000,0.99,0.973813776,4141.00,4143.457362,4140.80,4143.51883,0.00,3000,0.00,6178.931434
02Dec1983,3571,1162.83273,3902,1211.296441,292149,315562.0979,365220.4657,350000,0.99,0.976229592,4141.00,4143.492341,4140.80,4143.556238,0.00,3050,245.03,6434.379079
03Dec1983,3551,865.4276998,4185,1159.378559,292149,315562.0979,365220.4657,350000,0.99,0.978497449,4141.00,4143.529505,4140.80,4143.595991,0.00,3100,490.07,6701.604178
04Dec1983,3593,910.5207264,4398,1241.254082,292149,315562.0979,365220.4657,350000,0.99,0.980653061,4141.00,4143.577838,4140.82,4143.647468,0.00,3150,735.10,7030.644273
05Dec1983,3545,879.2989804,4312,1252.886505,292149,315562.0979,365220.4657,350000,0.99,0.982670918,4141.00,4143.612638,4140.83,4143.686695,0.00,3200,980.13,7489.740407
06Dec1983,3504,1477.199881,4457,1839.695738,292149,315562.0979,365220.4657,350000,0.99,0.984563776,4141.00,4143.647705,4140.87,4143.636351,0.00,3250,1225.17,7685.822058
07Dec1983,3433,914.84984,4744,1273.504018,292149,315562.0979,365220.4657,350000,0.99,0.986339286,4141.00,4143.67992,4140.93,4143.749645,0.00,3300,1470.20,7058.648596
08Dec1983,3415,4662.362378,4703,5058.133237,292149,315562.0979,365220.4657,350000,0.99,0.987864796,4141.00,4143.723883,4141.03,4143.703263,0.00,3350,1715.23,7058.648596
09Dec1983,3266,3662.362378,4554,4074.841585,292149,315562.0979,365220.4657,350000,0.99,0.989155612,4141.00,4143.748014,4141.11,4143.714811,0.00,3333.718951,1960.26,1906.971014
10Dec1983,3359,3662.362378,4491,4083.987391,292149,315562.0979,365220.4657,350000,0.99,0.990346939,4141.00,4143.742711,4141.17,4143.707425,0.00,3383.718951,2205.30,1906.971014
11Dec1983,3322,3662.362378,4418,4109.804045,292149,315562.0979,365220.4657,350000,0.99,0.991211735,4141.00,4143.743812,4141.23,4143.705645,0.00,3382.512364,2450.33,1577.847155
12Dec1983,3249,3409.853566,4381,3840.503598,292149,315562.0979,365220.4657,350000,0.99,0.99167602,4141.00,4143.751443,4141.29,4143.719923,0.00,3432.512364,2695.36,1577.847155
13Dec1983,3218,3210.44879,4772,3633.573801,292149,315562.0979,365220.4657,350000,0.99,0.991846939,4141.00,4143.756384,4141.34,4143.731679,0.00,3482.512364,2940.40,1804.062966
14Dec1983,2813,4777.811794,5819,5666.281899,292149,315562.0979,365220.4657,350000,0.99,0.991875,4141.00,4143.790685,4141.40,4143.711959,0.00,2798.736777,3185.43,1804.062966
15Dec1983,1347,4780.736903,6463,7266.85737,292149,315562.0979,365220.4657,350000,0.99,0.99182398,4141.00,4143.799641,4141.44,4143.711633,0.00,529.1738146,4320.31,1804.062966
16Dec1983,437,5471.924827,6229,8861.478631,292149,315562.0979,365220.4657,350000,0.99,0.991772959,4141.00,4143.809794,4141.47,4143.721617,0.00,579.1738146,8531.86,1804.062966
17Dec1983,1560,5471.924827,5909,7798.182799,292149,315562.0979,365220.4657,350000,0.99,0.991721939,4141.00,4143.790956,4141.50,4143.719989,0.00,629.1738146,14431.41,3560.51585
18Dec1983,2071,0,5532,1798.328802,292149,315562.0979,365220.4657,350000,0.99,0.991670918,4141.00,4143.754909,4141.53,4143.825135,0.00,679.1738146,18172.96,7120.712631
19Dec1983,2228,5659.040121,5105,7426.048099,292149,315562.0979,365220.4657,350000,0.99,0.991686224,4141.00,4143.789881,4141.54,4143.816021,0.00,1324.215137,20969.52,13843.79456
20Dec1983,2379,5649.211865,4863,7215.782344,292149,315562.0979,365220.4657,350000,0.99,0.991839286,4141.00,4143.721083,4141.55,4143.814214,0.00,1374.215137,23421.07,20661.05204
21Dec1983,2657,5640.513746,4703,6705.975874,292149,315562.0979,365220.4657,350000,0.99,0.992181122,4141.00,4143.721698,4141.57,4143.806356,0.00,1424.215137,25460.62,19224.47925
22Dec1983,2504,5624.921368,4532,6520.566807,292149,315562.0979,365220.4657,350000,1.00,0.992711735,4141.00,4143.708726,4141.58,4143.79689,0.00,1474.215137,27012.18,19224.47925
23Dec1983,2548,5599.838109,4598,6698.133569,292149,315562.0979,365220.4657,350000,1.00,0.993346939,4141.00,4143.661276,4141.60,4143.778486,0.00,1524.215137,28902.73,22348.97894
24Dec1983,2485,5561.724638,4337,6663.203441,292149,315562.0979,365220.4657,350000,1.00,0.993941327,4141.00,4143.611325,4141.61,4143.754541,0.00,1574.215137,30559.28,24493.21929
25Dec1983,2928,581.4487722,4457,1522.023406,292149,315562.0979,365220.4657,350000,1.00,0.994545918,4141.00,4143.571472,4141.62,4143.830236,0.00,1624.215137,31937.83,26319.45803
26Dec1983,2934,5651.803524,4471,6888.986496,292149,315562.0979,365220.4657,350000,1.00,0.995137755,4141.00,4143.630848,4141.62,4143.802879,0.00,1674.215137,32697.98,28573.49227
27Dec1983,3244,3693.502532,4439,4626.402168,292149,315562.0979,365220.4657,350000,1.00,0.995683673,4141.00,4143.566685,4141.62,4143.808404,0.00,1724.215137,33900.13,31246.59881
28Dec1983,3162,3693.502532,4407,4594.956327,292149,315562.0979,365220.4657,350000,1.00,0.996219388,4141.00,4143.567305,4141.63,4143.809648,0.00,1774.215137,34567.28,31246.59881
29Dec1983,2801,2693.502532,4319,4042.181329,292149,315562.0979,365220.4657,350000,1.00,0.99675,4141.00,4143.548609,4141.64,4143.826659,0.00,1824.215137,35398.43,33617.80668
30Dec1983,2856,3190.162212,4413,4514.924351,292149,315562.0979,365220.4657,350000,1.00,0.997280612,4141.00,4143.547473,4141.65,4143.786552,0.00,1874.215137,37062.57,35468.18612
31Dec1983,2679,0,4571,1468.703805,292149,315562.0979,365220.4657,350000,1.00,0.997811224,4141.00,4143.540094,4141.66,4143.906004,0.00,1924.215137,38419.72,37256.19365
01Jan1984,3094,5774.926516,4598,6709.906031,0,0,365220.4657,350000,1.00,0.998341837,4141.00,4143.580296,4141.67,4143.863915,0.00,2569.256459,40075.87,38946.14892
02Jan1984,3222,3774.926516,4560,4674.414369,0,0,365220.4657,350000,1.00,0.998839286,4141.00,4143.538383,4141.68,4143.858738,0.00,2619.256459,40833.94,38694.66458
03Jan1984,3467,3174.926516,4446,3822.006032,0,0,365220.4657,350000,1.00,0.999267857,4141.00,4143.528833,4141.68,4143.864992,0.00,2669.256459,41399.00,38694.66458
04Jan1984,3428,2874.926516,4340,3602.939365,0,0,365220.4657,350000,1.00,0.999602041,4141.00,4143.519251,4141.67,4143.876902,0.00,2719.256459,41562.07,40549.1694
05Jan1984,2761,2574.926516,4278,3995.526866,0,0,365220.4657,350000,1.00,0.999806122,4141.00,4143.535083,4141.67,4143.894392,0.00,2664.29021,41901.14,41539.88911
06Jan1984,2749,2274.926516,4311,3631.343531,0,0,365220.4657,350000,1.00,0.999918367,4141.00,4143.546157,4141.68,4143.912812,0.00,2714.29021,43593.20,41468.146
07Jan1984,2674,2274.926516,4344,3753.981032,0,0,365220.4657,350000,1.00,0.999982143,4141.00,4143.567256,4141.69,4143.937093,0.00,2764.29021,45202.27,41523.70867
08Jan1984,2723,2274.926516,4344,3661.939365,0,0,365220.4657,350000,1.00,1,4141.00,4143.569037,4141.69,4143.955319,0.00,2814.29021,47021.34,42952.99862
09Jan1984,2650,2274.926516,4373,3699.26853,0,0,365220.4657,350000,1.00,1,4141.00,4143.578887,4141.70,4143.971542,0.00,2864.29021,48667.41,43659.94146
10Jan1984,2552,2274.926516,4298,3672.276864,0,0,365220.4657,350000,1.00,1,4141.00,4143.580126,4141.70,4143.985,0.00,2914.29021,50428.47,44610.13223
11Jan1984,2729,1974.926516,4265,3076.947698,0,0,365220.4657,350000,0.99,1,4141.00,4143.576679,4141.71,4143.996376,0.00,2964.29021,52134.54,45377.76102
12Jan1984,3332,1674.926516,4184,2203.039366,0,0,365220.4657,350000,0.98,1,4141.00,4143.577228,4141.71,4144.019834,0.00,3014.29021,53213.61,46219.43114
13Jan1984,2896,1374.926516,4114,2190.897698,0,0,365220.4657,350000,0.97,1,4141.00,4143.587674,4141.72,4144.048786,0.00,3064.29021,53132.67,48395.99381
14Jan1984,2530,1277.776466,4038,2346.901811,0,0,365220.4657,350000,0.97,1,4141.00,4143.60103,4141.72,4143.988538,0.00,3114.29021,54053.14,50581.82095
15Jan1984,2473,271.5371477,3949,1461,0,0,365220.4657,350000,0.96,1,4141.00,4143.623674,4141.72,4144.128793,0.00,3164.29021,55558.62,51629.31751
16Jan1984,2409,3320.077657,3874,4470.090506,0,0,365220.4657,350000,0.95,1,4141.00,4143.659831,4141.72,4144.06283,0.00,3270.745454,57102.09,52845.42574
17Jan1984,2373,2810.987151,3803,3967.404166,0,0,365220.4657,350000,0.94,1,4141.00,4143.651581,4141.72,4144.116857,0.00,3295.340498,58675.56,52692.08591
18Jan1984,2413,2510.987151,3708,3634.141668,0,0,365220.4657,350000,0.93,1,4141.00,4143.647296,4141.73,4144.118077,0.00,3345.340498,60284.03,52692.08591
19Jan1984,2340,2510.987151,3654,3614.058334,0,0,365220.4657,350000,0.92,1,4141.00,4143.634202,4141.74,4144.12099,0.00,3395.340498,61769.50,53999.39835
20Jan1984,2271,2360.987151,3617,3506.408337,0,0,365220.4657,350000,0.91,1,4141.00,4143.624959,4141.75,4144.119787,0.00,3445.340498,63234.97,54904.6883
21Jan1984,2208,2360.987151,3518,3541.112505,0,0,365220.4657,350000,0.90,1,4141.00,4143.625726,4141.76,4144.124758,0.00,3495.340498,64700.45,55148.96172
22Jan1984,2571,568.954677,3468,1309.121698,0,0,365220.4657,350000,0.90,0.997555799,4141.00,4143.621614,4141.78,4144.160167,0.00,3545.340498,66185.92,55066.71518
23Jan1984,2562,583.4398403,3417,1275.119361,0,0,365220.4657,350000,0.89,0.99007042,4141.00,4143.657894,4141.79,4144.126194,0.00,3595.340498,66789.39,55355.15389
24Jan1984,2495,732.0513624,3381,1266.339205,0,0,365220.4657,350000,0.88,0.987667029,4141.00,4143.638436,4141.81,4144.233989,0.00,3645.340498,67292.86,60952.82231
25Jan1984,2330,923.3002807,3351,1738.729807,0,0,365220.4657,350000,0.87,0.977325805,4141.00,4143.670085,4141.83,4144.162892,0.00,3695.340498,67818.33,62094.67062
26Jan1984,2228,405.3295069,3295,1282.471535,0,0,365220.4657,350000,0.86,0.97524804,4141.00,4143.695933,4141.86,4144.309448,0.00,3745.340498,68387.81,62874.30963
27Jan1984,2125,2897.070486,3175,3692.520842,0,0,365220.4657,350000,0.85,0.971907469,4141.00,4143.736783,4141.88,4144.234268,0.00,3795.340498,69028.28,62959.67609
28Jan1984,2061,2597.070486,3056,3372.975008,0,0,365220.4657,350000,0.84,0.968861233,4141.00,4143.752097,4141.90,4144.30406,0.00,3845.340498,69672.75,60811.14845
29Jan1984,1977,2297.070486,2927,2908.4625,0,0,365220.4657,350000,0.83,0.96258726,4141.00,4143.74884,4141.93,4144.309755,0.00,3895.340498,70290.22,60811.14845
30Jan1984,1822,2147.070486,2785,2554.349987,0,0,365220.4657,350000,0.81,0.952693136,4141.00,4143.738288,4141.95,4144.317161,0.00,3945.340498,70823.69,61907.86815
31Jan1984,1704,1997.070486,2642,2772.920845,0,0,365220.4657,350000,0.80,0.940878167,4141.00,4143.746229,4141.98,4144.329262,0.00,3995.340498,71339.16,62851.811
01Feb1984,1448,1697.070486,2575,2481.766361,0,0,365220.4657,350000,0.79,0.929757683,4141.00,4143.734995,4142.01,4144.343821,0.00,4045.340498,71848.64,63766.96872
02Feb1984,1375,1397.070486,2506,2216.099697,0,0,365220.4657,350000,0.77,0.916418238,4141.00,4143.746851,4142.05,4144.364382,0.00,4095.340498,72770.17,64277.27516
03Feb1984,1321,1097.070486,2443,1919.116363,0,0,365220.4657,350000,0.76,0.909841592,4141.00,4143.753363,4142.08,4144.390519,0.00,4145.340498,73680.70,65816.15191
04Feb1984,1269,872.6303457,2375,1636.184553,0,0,365220.4657,350000,0.75,0.900409341,4141.00,4143.764631,4142.13,4144.420938,0.00,4195.340498,74593.24,67372.57348
05Feb1984,1197,860.7381319,2298,1669.163175,0,0,365220.4657,350000,0.73,0.891450741,4141.00,4143.780101,4142.17,4144.337438,0.00,4245.340498,75506.77,68997.09423
06Feb1984,1122,560.7381319,2275,1345.888173,0,0,365220.4657,350000,0.72,0.881451611,4141.00,4143.796376,4142.22,4144.485752,0.00,4295.340498,76420.30,70477.72765
07Feb1984,1018,2568.418,2225,3420.943044,0,0,365220.4657,350000,0.70,0.871439744,4141.00,4143.824691,4142.28,4144.399581,0.00,4345.340498,77353.83,71420.76188
08Feb1984,893,2268.418,2067,3061.88054,0,0,365220.4657,350000,0.69,0.862163148,4141.00,4143.826908,4142.34,4144.483862,0.00,4395.340498,78331.37,70779.76891
09Feb1984,687,1968.418,1951,2896.422211,0,0,365220.4657,350000,0.68,0.848704261,4141.00,4143.8338,4142.40,4144.492804,119.19,4445.340498,79326.90,70779.76891
10Feb1984,524,1668.418,1814,2766.413886,0,0,365220.4657,350000,0.67,0.835929762,4141.00,4143.833973,4142.46,4144.505003,352.75,4495.340498,80459.43,71875.68635
11Feb1984,415,1368.418,1709,2386.238876,0,0,365220.4657,350000,0.66,0.8209147,4141.00,4143.838872,4142.51,4144.524063,673.49,4545.340498,81690.97,72854.45502
12Feb1984,369,1068.418,1680,2041.155542,0,0,365220.4657,350000,0.65,0.807631319,4141.00,4143.843056,4142.56,4144.551224,1070.54,4595.340498,83045.50,74695.12453
13Feb1984,300,2120.955889,1897,3345.014271,0,0,365220.4657,350000,0.64,0.793293106,4141.00,4143.856411,4142.58,4144.469257,1522.74,4645.340498,84330.03,76872.96761
14Feb1984,300,0,1962,1128.439489,0,0,365220.4657,350000,0.63,0.781558241,4141.00,4143.857138,4142.59,4144.620359,2007.13,4695.340498,85681.86,78543.84689
15Feb1984,300,5056.75906,1835,6087.357702,0,0,365220.4657,350000,0.63,0.767815641,4141.00,4143.915765,4142.61,4144.545118,2516.07,5340.381821,86764.95,78543.84689
16Feb1984,300,4056.75906,1911,5053.136476,0,0,365220.4657,350000,0.63,0.764189856,4141.00,4143.897559,4142.62,4144.573129,3033.05,5390.381821,87543.26,77021.48023
17Feb1984,300,4056.75906,1949,5004.521787,0,0,365220.4657,350000,0.63,0.749807099,4141.00,4143.890345,4142.63,4144.577525,3549.64,5440.381821,88228.20,77021.48023
18Feb1984,574,4056.75906,1940,4845.031493,0,0,365220.4657,350000,0.64,0.73681573,4141.00,4143.875326,4142.64,4144.563115,4061.70,5490.381821,88989.64,77362.00339
19Feb1984,674,4056.75906,1945,4762.59244,0,0,365220.4657,350000,0.64,0.724982391,4142.00,4143.842223,4142.66,4144.547816,4561.44,5540.381821,89241.08,79338.28918
20Feb1984,812,449.5801934,2104,1144.826073,0,0,365220.4657,350000,0.65,0.710803347,4142.00,4143.809442,4142.67,4144.599072,5035.76,5590.381821,89389.53,81218.14913
21Feb1984,2238,357.1474605,3748,1098.957386,0,0,365220.4657,350000,0.66,0.698045401,4142.00,4143.844761,4142.68,4144.54581,5477.54,5640.381821,89426.39,82781.6647
22Feb1984,2613,142.3516343,4458,1160.544896,0,0,365220.4657,350000,0.66,0.696920516,4142.00,4143.826036,4142.70,4144.710401,5881.87,5697.145056,86798.59,91038.87908
23Feb1984,2021,2922.344936,3618,3743.99618,0,0,365220.4657,350000,0.67,0.688372657,4142.00,4143.861439,4142.71,4144.625108,6252.43,6077.211194,83392.32,92303.69616
24Feb1984,2251,2345.015423,3868,3320.498796,0,0,365220.4657,350000,0.67,0.690489551,4142.00,4143.889586,4142.73,4144.71938,6252.43,5877.609213,83794.07,89734.62431
25Feb1984,2198,2045.015423,3569,2817.733689,0,0,365220.4657,350000,0.68,0.691664898,4142.00,4143.894419,4142.74,4144.733015,6535.77,6014.8176,81395.19,89734.62431
26Feb1984,2278,2468.969157,3527,3254.965042,0,0,365220.4657,350000,0.69,0.691033165,4142.00,4143.901315,4142.75,4144.653107,6535.77,6180.068274,81628.63,91364.34579
